oxmg_id,Comp1_CT,Comp1_SA,Comp1_MD,Comp1_FA,Comp1_RD,Comp2_CT,Comp2_SA,Comp2_MD,Comp2_FA,Comp2_RD,Comp3_CT,Comp3_SA,Comp3_MD,Comp3_FA,Comp3_RD,Comp4_CT,Comp4_SA,Comp4_MD,Comp4_FA,Comp4_RD,Comp5_CT,Comp5_SA,Comp5_MD,Comp5_FA,Comp5_RD,Comp6_CT,Comp6_SA,Comp6_MD,Comp6_FA,Comp6_RD,Comp7_CT,Comp7_SA,Comp7_MD,Comp7_FA,Comp7_RD,Comp8_CT,Comp8_SA,Comp8_MD,Comp8_FA,Comp8_RD,Comp9_CT,Comp9_SA,Comp9_MD,Comp9_FA,Comp9_RD,Comp10_CT,Comp10_SA,Comp10_MD,Comp10_FA,Comp10_RD
1191,4.905565852259084,4.173985105543414,4.702405962367645,4.078549907115539,4.744990621966621,2.1244241415695995,2.608846621367959,2.4724118321160398,2.5884890322304788,2.43946599635001,2.023170002046836,2.6111627435971148,2.211088105228232,2.421034299534246,2.2380321369995824,1.8814842852035287,1.0226999693766563,1.7566246413475317,1.5144363191429526,1.7574988913000575,2.5198443105447788,1.3145433244973324,2.720947512631453,3.053491700172356,2.677842257246314,2.9350849479492855,3.5316869186668858,2.32219825843153,2.6828413233755244,2.30855449838343,1.168005657718577,1.656507049489854,1.333188296677182,2.567942970628647,1.2947109318553691,1.5681884875078873,1.18353379545008,1.4119007495124003,1.5894340375274143,1.407732807754587,1.498589771766157,2.1391684339777615,2.650745049584488,3.7522178098208685,2.5600687454382505,2.5875511206748723,2.2582853427698257,1.6596302535543082,1.4800279915033934,1.716236095432055
1181,5.947421886525737,6.58311645819042,3.1901370377306764,5.45026504982551,3.1578073741626405,1.3670490886188793,1.1528517878146733,2.6005767998925275,0.9120477405035893,2.678136574627882,2.2996467167272567,0.9203982659003075,2.3099569231964474,2.300335405459314,2.280547403571083,0.9851796141444279,1.9556890847356285,2.5338866371996405,1.0145774491034967,2.575029842272405,1.1477693341662076,1.9255631413738907,0.013390067961805972,5.836308493146045,0.0,1.4810556553075942,0.8248510419897379,6.451965714679731,0.3105436298736192,6.4500700330050815,2.728299659915885,1.4169627849112525,1.2846607337060973,0.8472081386641409,1.3546613812809294,0.5147906253970805,1.60442153535845,1.8327945974606479,0.3156757659908754,1.9257991748172643,1.584637104132165,1.0353654562020105,2.397528983579058,2.5269904030437744,2.3747072955596065,0.9131278416818821,1.6972171704476753,4.639551406271839,1.9839249713029061,4.5272030742539195
1066,5.7790327539685675,3.8998081244983807,4.032687880353339,4.094698688088472,4.079569692744148,2.2550399163538355,1.8584837921893758,1.9061165664643243,3.4264297735230853,1.8473526109202023,2.510143789192144,1.631472295412271,2.0724221947006156,1.6603131397309419,2.130225707905147,1.3891146807993877,2.5244113078275947,2.123272804302191,1.2376425824388577,2.1479219885204976,2.5608867978751144,2.736204182638914,1.7133274356689816,4.347330182260838,1.5961351326938928,2.7189253910687974,2.9765389680062446,1.5645225031121806,2.5948435467644253,1.574377447769847,1.3591195695612326,2.0901250106943636,2.31762274916404,0.9185772810435576,2.3697674335121452,2.0043390685310682,1.2632014450871194,1.44588203529567,1.3040194483309369,1.474198715291295,1.927115066588346,3.1805069658459066,2.070001173527141,3.9496521699744744,1.9855329156253163,2.031611675871746,1.852868892955589,1.8489916143493423,1.6406737386307833,1.9060254249006494
1407,5.402347715906785,4.616536726253485,3.8729082157217833,4.590389479145338,3.8826106081096294,2.5854617718582786,1.8714064178604934,1.5193207840212917,2.0092140408274504,1.5439960336868237,2.842383570710295,2.7355054796917915,2.393204620091098,2.3629632851026687,2.39201847221739,1.726370926684158,1.6210342492397416,1.880337637090377,1.0470022935489949,1.9227352343443849,2.1436175163813633,2.7561482074782835,2.149970043848946,4.442204817337015,2.021017794122377,2.016165346614106,2.4169653031136984,3.2286062560943853,1.8027935301602727,3.310848411390727,0.9504045559674517,1.9149945061233287,1.9028826370979524,1.3533252906798936,1.961323203369155,0.4592058553972321,1.3531098077495536,2.215350490054639,0.8305838951376697,2.254129995428149,2.9234828735533447,2.7042349887653274,1.1706497395153672,3.7192919130043154,1.0847299365809713,2.0635538322074733,0.9411893430171014,2.403553089324307,2.1453196858310686,2.3667533668730423
1300,4.27844582004622,4.0183369686417985,4.054999257485076,3.7119884305783413,4.13074240093513,2.8857365756278424,2.0666388544337413,2.2926451474716036,2.2525127409039145,2.2876073621115185,3.0508855870651876,3.2056745672492704,2.230587728615393,3.5244121383964204,2.1591664390947933,1.3517716483483522,1.4498970481682598,1.4304050211240147,1.3763467365692454,1.4583110004358093,2.4271570930969975,2.6465435153812247,2.70146368208695,2.7765870605035756,2.7276420665838876,2.1539916903286933,3.149672203836804,2.0341473334490243,2.2117799932003153,2.03836747657877,0.9842515868797338,1.2161108286370397,2.242005790180111,1.8958738754550346,2.2106225919928777,2.0502945935270604,1.2908057514765947,1.0997595008065917,2.0293882387973317,1.0828803263961093,2.1622176610207413,2.6506282184404037,2.9156355692818554,2.7418535986524764,2.9267712511743005,1.5964945356290867,2.4986973893089264,2.2039260227646604,2.198771524980204,2.168100276948805
1269,5.550540290268253,4.9226077028619715,4.034922466108971,4.876817187219412,4.0128614111886405,1.6347988815350354,2.2956096311774177,2.8434019000341593,1.2487057585044863,2.908130993642349,2.305145638659003,1.9697047221741202,1.795981199719981,2.596720571163737,1.818633709069433,2.352974775746801,1.7836165551068597,0.8644202568195443,1.7995182628795507,0.8330002364007145,1.5379033157810493,2.747559089439896,2.7807661548066664,2.4860760445753156,2.841241269049242,3.2739524322001627,3.2644155377506596,2.3443798035959027,2.724750443727199,2.310876567056798,2.557596398237971,1.0716806805275814,2.011754925617822,2.228911784496179,1.953169177693865,1.9441125358804023,0.841003157135137,0.8958846641468492,1.345194698541346,0.9155178129456307,2.1516811654574557,2.4024556078677315,2.7877635385320407,3.1000231628451607,2.787903053208998,2.1062660287203805,1.6808500023562807,1.3107348802523622,2.4444433732500697,1.2747741228893892
1341,4.337752532207147,6.323289984673443,4.49547360794371,3.7532593571144792,4.574920445777528,2.882856537166491,2.685973859868059,2.2901654569512804,2.926700601874259,2.209194661873448,1.9353803941009533,1.6530575976334665,1.9719975171735606,3.3479475873687567,1.9180651425713964,0.5170819903144181,1.0909578057031817,1.8345133614054843,1.8341076734206656,1.8660650452703422,3.243409913432763,1.4732391171599726,2.1121053148642583,2.086041439331866,2.1921304169909814,1.8455562031871313,3.4457613929412614,3.4921727634671624,2.8599104358571785,3.419242070610718,2.049821523224732,2.6494013252203232,2.8425744274580422,1.31467726881111,2.868443430608388,0.5431129973388155,1.1151866907877823,1.863952933551772,2.835927784701591,1.7980512472916765,3.348849393880954,2.4124811655596683,2.448089613044732,4.021870551488538,2.3755930680716575,2.5731707694348116,1.3385995612190273,0.5013232730481711,2.018560008599221,0.49726839625679753
1358,5.895590187609125,3.3506429277071788,3.533202038659757,4.943983623193066,3.5438591213905855,1.6589495779378276,3.1758197295686426,2.2634318186111084,1.5365669460959344,2.307761792500923,0.651466882107398,4.567997012691157,4.191345839478868,1.0594026351694683,4.206541707049858,1.1270695990423352,0.7189217770551662,1.9357517097743775,1.916423371468239,1.9536882792990666,1.8999589198738736,4.218562081626533,1.2058864263440348,2.718966019980079,1.3036217832346761,1.3270681194182312,3.786268243961811,3.623164583449259,0.8119935325491882,3.7510451785220846,2.6212759907389693,1.9541100999515808,2.8128131544302564,1.8259416096441403,2.798560809549688,0.16454902845247837,1.4614042019391886,2.961027655305075,0.9572616967293937,2.9379834489693195,3.464595131036498,4.206287992398793,1.3893571386585908,2.5003851570069733,1.377899905470561,1.678073706414416,1.9579794805746122,2.564352970080249,2.0339116204093672,2.5436031780097563
1571,5.5243941623597745,3.756287087520253,3.0573716003722895,5.313382458106887,3.062898143352907,2.484645528391216,2.435797591609882,2.5981909769892124,2.3312393923136874,2.609695261568965,2.545759542257851,3.3953799656361525,2.907518734878608,3.2207930332816517,2.8489631101669386,1.11810973845644,2.4113803213532257,1.6090993182825795,1.6045123069453566,1.6027123081950028,2.854899116219317,2.699461640984224,2.871664656904738,1.722112748646135,2.9254774688317764,4.257523702835977,3.380760921875602,1.7294717020136054,2.567153065466064,1.6974297064125146,2.1999884852543823,1.4120036425177156,1.5065987143180928,2.4487797531925186,1.4208863857506122,1.7114348326966142,0.7461871773117763,1.0534252282678773,1.5483202507048153,1.0765847206030759,3.5872367324338232,2.9977656757468893,2.653534555945697,2.4303159953647775,2.673988141032384,1.825482271141195,2.096296477131621,1.660351539226755,2.639306139031482,1.6283307448236692
1145,5.029927020445814,5.045933872577728,3.4780775541649254,4.785085596128897,3.4922297852289876,2.366025460898217,1.7264735347785354,2.725455983629069,2.076361225381808,2.712820095701062,2.0564387630644,3.33681989087421,2.4328969264722318,2.9017405236648863,2.3762146036085126,1.089473962193088,2.6570413909803676,1.6231014724466994,1.5183136089327312,1.6760242166221417,2.645197058133483,1.954572041523819,3.7991210892071883,2.043421154502434,3.876275914525998,2.796676434812088,2.3153525172409744,3.0821531572162706,2.491158403855815,3.055983990167377,2.0502787429127407,1.9579424872945757,2.1767417097755204,0.6298058188159859,2.2557846254011777,1.569676132010606,1.8647112219791493,0.4140789698311952,1.2724502902080674,0.4479852372335544,3.1079119950244216,2.6293721738885627,2.7909081650397227,1.7294649716936723,2.8082050363152975,2.121842689203692,2.059728001538345,1.3922081197062879,2.0410671531241538,1.4196325073580576
